id,date,username,content,url
1342546270062260224,2020-12-25 19:02:28+00:00,WayneMo18011749,"@MikeBul64700146 Good for you, I gave my folks a hug this morning too 👏

They saw their Great Grandson for the first time yesterday

They have 6 kids,  12 grandchildren &amp; 8 great grandchildren. Imagine them spending Christmas without seeing any of them? 

Its totally wrong 

#IDoNotConsent",https://twitter.com/WayneMo18011749/status/1342546270062260224
1342529503453618176,2020-12-25 17:55:51+00:00,23Danibell,"@greg_scott84 Time to learn strawman vs Sovereign human common law learn it well .  Do not consent and do not contract with a uniform wearer by physically accepting the fine.  #IDoNotConsent 
Merry Christmas 🎅 🎄 ❤",https://twitter.com/23Danibell/status/1342529503453618176
1342519275400155136,2020-12-25 17:15:12+00:00,aerwaves_,"@FredWil32806656 @TLAVagabond Stopping funding for the WHO but sending more to Gates' GAVI keeps the fraud going

The injections have NOT been proven to stop infection or viral spread (released info) and HAVE high rates of damaging Health Impact Events (CDC reported)
#IDoNotConsent
https://t.co/xD6BX0eI3z",https://twitter.com/aerwaves_/status/1342519275400155136
1342502175424061442,2020-12-25 16:07:15+00:00,Cagsil,"@SulleyTruman F*ck buying a product. Lunancy in action.

There is only one thing anyone would need to do, if they're sick and tired, of wearing a mask-&gt; #THINK.

It would be extremely helpful to themselves, but to many millions worldwide also.

#NoMask #IDoNotConsent #WeDoNotConsent",https://twitter.com/Cagsil/status/1342502175424061442
1342495012462931968,2020-12-25 15:38:47+00:00,DeniseVFriend,"#IDoNotConsent 
I suggest you don't either https://t.co/efgyE9LBuE",https://twitter.com/DeniseVFriend/status/1342495012462931968
1342396116831244288,2020-12-25 09:05:49+00:00,SasTrendy,"This is 🤬'ing nuts!! #wedonotconsent #IDoNotConsent 
https://t.co/YGh4sxBzIS",https://twitter.com/SasTrendy/status/1342396116831244288
1342326496032075776,2020-12-25 04:29:10+00:00,Skynet15259991,"@unfoundation #WhereIsJessicaHyde
#IDoNotConsent",https://twitter.com/Skynet15259991/status/1342326496032075776
1342274505423671296,2020-12-25 01:02:35+00:00,DeneneKerr,"Woah! An absolute must watch. Thank you so much @emmakennytv for talking about the current situation we are in, in particular on behalf of children. 

#IDoNotConsent #AnotherWay https://t.co/f1HP5uefie",https://twitter.com/DeneneKerr/status/1342274505423671296
1342259153427947520,2020-12-25 00:01:34+00:00,moonrays91,"Absolutely done being an open well of positive energy, it belongs to absolutely no one, my energy is my own and 'others' will tamper with it, no longer #IDoNotConsent  #notamentalbreakdown #justtruth https://t.co/xtjj42AsHg",https://twitter.com/moonrays91/status/1342259153427947520
1342258373614571527,2020-12-24 23:58:28+00:00,LelaLofton,#YangGang Ya’ll ok with this? #IDoNotConsent https://t.co/s8n3RTdxwr,https://twitter.com/LelaLofton/status/1342258373614571527
1342235119453675521,2020-12-24 22:26:04+00:00,jaya_niki,"@MichaelYeadon3 
When people are silent there is an assumption there is no problem. There is a problem and people are yet speak.  I commend @MichaelYeadon3 and those that continue to voice the #IDoNotConsent 

We have a voice, we choice to use it. 
I do not consent",https://twitter.com/jaya_niki/status/1342235119453675521
1342228005641449473,2020-12-24 21:57:48+00:00,CarolineTWilli2,"Not going to happen!
#IDoNotConsent 
#Plandemic2020
#NoMasks https://t.co/C8K1IQprGv",https://twitter.com/CarolineTWilli2/status/1342228005641449473
1342198520103784449,2020-12-24 20:00:38+00:00,MeIAmBen1,"Seeing all people injected with fake needles, caps still on, why isn’t this reported on the news? It’s a rhetorical question really! We all know why! @MattHancock @BorisJohnson #IDoNotConsent #NoVaccineForMe #Covid19UK #BorisHasFailedTheNation",https://twitter.com/MeIAmBen1/status/1342198520103784449
1342197763006750725,2020-12-24 19:57:38+00:00,Cagsil,"#IDoNotConsent 

#WakeUp #StandUp #SpeakOut #RiseUp #OptOut https://t.co/DjRfQe9YgI",https://twitter.com/Cagsil/status/1342197763006750725
1342196195066667008,2020-12-24 19:51:24+00:00,nycserena,#BillGatesIsPureEvil #BigPharmaKills #JustSayNoToNWO #MadeInChinaDeadInUSA #IDoNotConsent #CoronaGate ☠🤬🏥💊💉 https://t.co/CZvohcHJWs,https://twitter.com/nycserena/status/1342196195066667008
1342193394844655616,2020-12-24 19:40:16+00:00,jerezana0902,"@MichaelYeadon3 @electrictwitbox Thank you, Mike, for your courage and all your heroic efforts in the face of this outrage.

#IDoNotConsent #EnoughIsEnough",https://twitter.com/jerezana0902/status/1342193394844655616
1342182898028441601,2020-12-24 18:58:34+00:00,brass_neck2,"All you healthy people getting tested, this is on you. I hope you get fucking piles #IDoNotConsent #EnoughIsEnough",https://twitter.com/brass_neck2/status/1342182898028441601
1342178178811486210,2020-12-24 18:39:48+00:00,WayneMo18011749,"@grantshapps So one rule for the rich and famous and another for the great unwashed? 

Rotten!

#scamdemic
#IDoNotConsent",https://twitter.com/WayneMo18011749/status/1342178178811486210
